"Symbol","Scientific.Name","Common.Name","BPS_MODEL","SWOPAG","Blue.Book.Plant.Association","P.A.Blue.Book.PAG.Name","Plant.Association","PAG.Name"
"FRPE","Fraxinus pennsylvanica","Green ash","14730_55_58_60",NA,NA,NA,NA,NA
"QUAL","Quercus alba","White oak","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"LIST2","Liquidambar styraciflua","Sweetgum","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"PITA","Pinus taeda","Loblolly pine","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"QUNI","Quercus nigra","Water oak","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"FAGR","Fagus grandifolia","American beech","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"MAGR4","Magnolia grandiflora","Southern magnolia","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"TADI2","Taxodium distichum","Bald cypress","14740_32_37_44_45_98",NA,NA,NA,NA,NA
"ULCR","Ulmus crassifolia","Cedar elm","14740_36",NA,NA,NA,NA,NA
"CELTI","Celtis","Hackberry","14740_36",NA,NA,NA,NA,NA
"SANI","Salix nigra","Black willow","14740_36",NA,NA,NA,NA,NA
"CAIL2","Carya illinoinensis","Pecan","14740_36",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","14740_36",NA,NA,NA,NA,NA
"VIMU2","Vitis mustangensis","Mustang grape","14740_36",NA,NA,NA,NA,NA
"CHLA5","Chasmanthium latifolium","Indian woodoats","14740_36",NA,NA,NA,NA,NA
"PLATA","Platanus","Sycamore","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"BENI","Betula nigra","River birch","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"LIQUI","Liquidambar","Sweetgum","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"CELA","Celtis laevigata","Sugarberry","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"FAGR","Fagus grandifolia","American beech","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"PITA","Pinus taeda","Loblolly pine","14740_46_47_48_55_56_58_60_99",NA,NA,NA,NA,NA
"ACSA2","Acer saccharinum","Silver maple","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"CEOC","Celtis occidentalis","Common hackberry","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"ACNEI2","Acer negundo var. interius","Boxelder","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"FRNI","Fraxinus nigra","Black ash","14750_41_50_51_63_64_65_66",NA,NA,NA,NA,NA
"PRGL2","Prosopis glandulosa","Honey mesquite","14760_36",NA,NA,NA,NA,NA
"EBEB","Ebenopsis ebano","Texas ebony","14760_36",NA,NA,NA,NA,NA
"EHAN","Ehretia anacua","Knockaway","14760_36",NA,NA,NA,NA,NA
"CELA","Celtis laevigata","Sugarberry","14760_36",NA,NA,NA,NA,NA
"ACFA","Acacia farnesiana","Sweet acacia","14760_36",NA,NA,NA,NA,NA
"FRBE","Fraxinus berlandieriana","Mexican ash","14760_36",NA,NA,NA,NA,NA
"ULCR","Ulmus crassifolia","Cedar elm","14760_36",NA,NA,NA,NA,NA
"PIMA","Picea mariana","Black spruce","14770_40_41_50_51",NA,NA,NA,NA,NA
"LALA","Larix laricina","Tamarack","14770_40_41_50_51",NA,NA,NA,NA,NA
"LEGR","Ledum groenlandicum","Bog labrador tea","14770_40_41_50_51",NA,NA,NA,NA,NA
"ANPOG","Andromeda glaucophylla","Bog rosemary","14770_40_41_50_51",NA,NA,NA,NA,NA
"CHCA2","Chamaedaphne calyculata","Leatherleaf","14770_40_41_50_51",NA,NA,NA,NA,NA
"CATR10","Carex trisperma","Three seeded sedge","14770_40_41_50_51",NA,NA,NA,NA,NA
"CAOL3","Carex oligosperma","Fewseed sedge","14770_40_41_50_51",NA,NA,NA,NA,NA
"SPAF70","Sphagnum affine","Sphagnum","14770_40_41_50_51",NA,NA,NA,NA,NA
"PIMA","Picea mariana","Black spruce","14770_63_64_65_66",NA,NA,NA,NA,NA
"LALA","Larix laricina","Tamarack","14770_63_64_65_66",NA,NA,NA,NA,NA
"LEGR","Ledum groenlandicum","Bog labrador tea","14770_63_64_65_66",NA,NA,NA,NA,NA
"BEPU4","Betula pumila","Bog birch","14770_63_64_65_66",NA,NA,NA,NA,NA
"CHCA2","Chamaedaphne calyculata","Leatherleaf","14770_63_64_65_66",NA,NA,NA,NA,NA
"CALA11","Carex lasiocarpa","Woollyfruit sedge","14770_63_64_65_66",NA,NA,NA,NA,NA
"CAOL3","Carex oligosperma","Fewseed sedge","14770_63_64_65_66",NA,NA,NA,NA,NA
"SPAF70","Sphagnum affine","Sphagnum","14770_63_64_65_66",NA,NA,NA,NA,NA
"PEBO","Persea borbonia","Redbay","14780_56",NA,NA,NA,NA,NA
"MAVI2","Magnolia virginiana","Sweetbay","14780_56",NA,NA,NA,NA,NA
"ILCA","Ilex cassine","Dahoon","14780_56",NA,NA,NA,NA,NA
"ANGL4","Annona glabra","Pond apple","14780_56",NA,NA,NA,NA,NA
"QUVI","Quercus virginiana","Live oak","14780_56",NA,NA,NA,NA,NA
"QULA3","Quercus laurifolia","Laurel oak","14780_56",NA,NA,NA,NA,NA
"CHIC","Chrysobalanus icaco","Icaco coco plum","14780_56",NA,NA,NA,NA,NA
"SAPA","Sabal palmetto","Cabbage palmetto","14780_56",NA,NA,NA,NA,NA
"ACSA2","Acer saccharinum","Silver maple","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"FRNI","Fraxinus nigra","Black ash","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"QUPA2","Quercus palustris","Pin oak","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"PLOC","Platanus occidentalis","American sycamore","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"QUBI","Quercus bicolor","Swamp white oak","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","14790_41_42_47_48_50_51_53",NA,NA,NA,NA,NA
"ACSA2","Acer saccharinum","Silver maple","14790_52_62",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14790_52_62",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14790_52_62",NA,NA,NA,NA,NA
"FRNI","Fraxinus nigra","Black ash","14790_52_62",NA,NA,NA,NA,NA
"QUPA2","Quercus palustris","Pin oak","14790_52_62",NA,NA,NA,NA,NA
"PLOC","Platanus occidentalis","American sycamore","14790_52_62",NA,NA,NA,NA,NA
"QUBI","Quercus bicolor","Swamp white oak","14790_52_62",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","14790_52_62",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Hemlock","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"FRNI","Fraxinus nigra","Black ash","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"QUPA2","Quercus palustris","Pin oak","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"PLOC","Platanus occidentalis","American sycamore","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"QUBI","Quercus bicolor","Swamp white oak","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","14790_60_61_63_64_65_66",NA,NA,NA,NA,NA
"TADI2","Taxodium distichum","Bald cypress","14800_36_37_44",NA,NA,NA,NA,NA
"TAAS","Taxodium ascendens","Pond cypress","14800_36_37_44",NA,NA,NA,NA,NA
"NYAQ2","Nyssa aquatica","Water tupelo","14800_36_37_44",NA,NA,NA,NA,NA
"PLAQ","Planera aquatica","Planertree","14800_36_37_44",NA,NA,NA,NA,NA
"CEOC2","Cephalanthus occidentalis","Common buttonbush","14800_36_37_44",NA,NA,NA,NA,NA
"TADI2","Taxodium distichum","Bald cypress","14800_45_98",NA,NA,NA,NA,NA
"TAAS","Taxodium ascendens","Pond cypress","14800_45_98",NA,NA,NA,NA,NA
"NYAQ2","Nyssa aquatica","Water tupelo","14800_45_98",NA,NA,NA,NA,NA
"QULY","Quercus lyrata","Overcup oak","14800_45_98",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14800_45_98",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14800_45_98",NA,NA,NA,NA,NA
"SANI","Salix nigra","Black willow","14800_45_98",NA,NA,NA,NA,NA
"TADI2","Taxodium distichum","Bald cypress","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"NYBI","Nyssa biflora","Swamp tupelo","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"FRCA3","Fraxinus caroliniana","Carolina ash","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"LIST2","Liquidambar styraciflua","Sweetgum","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"QUPH","Quercus phellos","Willow oak","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"SAPA","Sabal palmetto","Cabbage palmetto","14800_46_56_58_60_64_65_66",NA,NA,NA,NA,NA
"NYSY","Nyssa sylvatica","Blackgum","14800_47",NA,NA,NA,NA,NA
"NYBI","Nyssa biflora","Swamp tupelo","14800_47",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14800_47",NA,NA,NA,NA,NA
"FRCA3","Fraxinus caroliniana","Carolina ash","14800_47",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14800_47",NA,NA,NA,NA,NA
"LIST2","Liquidambar styraciflua","Sweetgum","14800_47",NA,NA,NA,NA,NA
"QUPH","Quercus phellos","Willow oak","14800_47",NA,NA,NA,NA,NA
"MAVI2","Magnolia virginiana","Sweetbay","14800_47",NA,NA,NA,NA,NA
"TADI2","Taxodium distichum","Bald cypress","14800_55_99",NA,NA,NA,NA,NA
"NYBI","Nyssa biflora","Swamp tupelo","14800_55_99",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","14800_55_99",NA,NA,NA,NA,NA
"FRCA3","Fraxinus caroliniana","Carolina ash","14800_55_99",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14800_55_99",NA,NA,NA,NA,NA
"LIST2","Liquidambar styraciflua","Sweetgum","14800_55_99",NA,NA,NA,NA,NA
"QUPH","Quercus phellos","Willow oak","14800_55_99",NA,NA,NA,NA,NA
"SAPA","Sabal palmetto","Cabbage palmetto","14800_55_99",NA,NA,NA,NA,NA
"THOC2","Thuja occidentalis","Arborvitae","14810_41_50_51_63",NA,NA,NA,NA,NA
"ABBA","Abies balsamea","Balsam fir","14810_41_50_51_63",NA,NA,NA,NA,NA
"PIMA","Picea mariana","Black spruce","14810_41_50_51_63",NA,NA,NA,NA,NA
"LALA","Larix laricina","Tamarack","14810_41_50_51_63",NA,NA,NA,NA,NA
"PIST","Pinus strobus","Eastern white pine","14810_41_50_51_63",NA,NA,NA,NA,NA
"FRNI","Fraxinus nigra","Black ash","14810_41_50_51_63",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14810_41_50_51_63",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Eastern hemlock","14810_41_50_51_63",NA,NA,NA,NA,NA
"CAPE42","Carex pellita","Woolly sedge","14820_30",NA,NA,NA,NA,NA
"CAAT2","Carex atherodes","Wheat sedge","14820_30",NA,NA,NA,NA,NA
"SPAN","Sparganium androcladum","Branched bur-reed","14820_30",NA,NA,NA,NA,NA
"SCAC3","Schoenoplectus acutus","Hardstem bulrush","14820_30",NA,NA,NA,NA,NA
"SCMA8","Schoenoplectus maritimus","Cosmopolitan bulrush","14820_30",NA,NA,NA,NA,NA
"ELEOC","Eleocharis","Spikerush","14820_30",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","14820_30",NA,NA,NA,NA,NA
"CALA11","Carex lasiocarpa","Woollyfruit sedge","14820_30",NA,NA,NA,NA,NA
"CAPE42","Carex pellita","Woolly sedge","14820_39_40",NA,NA,NA,NA,NA
"CAAT2","Carex atherodes","Wheat sedge","14820_39_40",NA,NA,NA,NA,NA
"SPAN","Sparganium androcladum","Branched bur-reed","14820_39_40",NA,NA,NA,NA,NA
"SCAC3","Schoenoplectus acutus","Hardstem bulrush","14820_39_40",NA,NA,NA,NA,NA
"SCMA8","Schoenoplectus maritimus","Cosmopolitan bulrush","14820_39_40",NA,NA,NA,NA,NA
"ELEOC","Eleocharis","Spikerush","14820_39_40",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","14820_39_40",NA,NA,NA,NA,NA
"CALA11","Carex lasiocarpa","Woollyfruit sedge","14820_39_40",NA,NA,NA,NA,NA
"CLMAJ","Cladium mariscus ssp. jamaicense","Jamaica swamp sawgrass","14830_56",NA,NA,NA,NA,NA
"ELCE","Eleocharis cellulosa","Gulf coast spikerush","14830_56",NA,NA,NA,NA,NA
"RHTR2","Rhynchospora tracyi","Tracy's beaksedge","14830_56",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","14830_56",NA,NA,NA,NA,NA
"RHYNC3","Rhynchospora","Beaksedge","14830_56",NA,NA,NA,NA,NA
"PANIC","Panicum","Panicgrass","14830_56",NA,NA,NA,NA,NA
"RHCO7","Rhynchospora colorata","Starrush whitetop","14830_56",NA,NA,NA,NA,NA
"SCRH","Schizachyrium rhizomatum","Florida little bluestem","14830_56",NA,NA,NA,NA,NA
"ARBE7","Aristida beyrichiana","Beyrich threeawn","14850_55_99",NA,NA,NA,NA,NA
"PIPA2","Pinus palustris","Longleaf pine","14850_55_99",NA,NA,NA,NA,NA
"ILCO","Ilex coriacea","Large gallberry","14850_55_99",NA,NA,NA,NA,NA
"SCHIZ4","Schizachyrium","Little bluestem","14850_55_99",NA,NA,NA,NA,NA
"SPSP","Spartina spartinae","Gulf cordgrass","14860_36",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","14860_36",NA,NA,NA,NA,NA
"PAPL3","Paspalum plicatulum","Brownseed paspalum","14860_36",NA,NA,NA,NA,NA
"CHLOR","Chloris","Windmill grass","14860_36",NA,NA,NA,NA,NA
"SPPE","Spartina pectinata","Prairie cordgrass","14880_38_42_43",NA,NA,NA,NA,NA
"TRDA3","Tripsacum dactyloides","Eastern gamagrass","14880_38_42_43",NA,NA,NA,NA,NA
"CAFR3","Carex frankii","Frank's sedge","14880_38_42_43",NA,NA,NA,NA,NA
"CAHY3","Carex hyalinolepis","Shoreline sedge","14880_38_42_43",NA,NA,NA,NA,NA
"ELEOC","Eleocharis","Spikerush","14880_38_42_43",NA,NA,NA,NA,NA
"TYPHA","Typha","Cattail","14880_38_42_43",NA,NA,NA,NA,NA
"HEGR4","Helianthus grosseserratus","Sawtooth sunflower","14880_38_42_43",NA,NA,NA,NA,NA
"SPBA","Spartina bakeri","Sand cordgrass","14890_55_56_99",NA,NA,NA,NA,NA
"PAHE2","Panicum hemitomon","Maidencane","14890_55_56_99",NA,NA,NA,NA,NA
"CLADI","Cladium","Sawgrass","14890_55_56_99",NA,NA,NA,NA,NA
"SACA5","Salix caroliniana","Coastal plain willow","14890_55_56_99",NA,NA,NA,NA,NA
"HIGR4","Hibiscus grandiflorus","Swamp rosemallow","14890_55_56_99",NA,NA,NA,NA,NA
"MOCE2","Morella cerifera","Wax myrtle","14890_55_56_99",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","14890_55_56_99",NA,NA,NA,NA,NA
"CEPHA","Cephalanthus","Buttonbush","14890_55_56_99",NA,NA,NA,NA,NA
"SPAL","Spartina alterniflora","Smooth cordgrass","14900_36",NA,NA,NA,NA,NA
"SPPA","Spartina patens","Saltmeadow cordgrass","14900_36",NA,NA,NA,NA,NA
"SCAM6","Schoenoplectus americanus","Chairmaker's bulrush","14900_36",NA,NA,NA,NA,NA
"PAVA","Paspalum vaginatum","Seashore paspalum","14900_36",NA,NA,NA,NA,NA
"DISP","Distichlis spicata","Inland saltgrass","14900_36",NA,NA,NA,NA,NA
"BOFR","Borrichia frutescens","Bushy seaside tansy","14900_36",NA,NA,NA,NA,NA
"CLADI","Cladium","Sawgrass","14900_37_98",NA,NA,NA,NA,NA
"SPPA","Spartina patens","Saltmeadow cordgrass","14900_37_98",NA,NA,NA,NA,NA
"PHAU7","Phragmites australis","Common reed","14900_37_98",NA,NA,NA,NA,NA
"ZIMI","Zizaniopsis miliacea","Giant cutgrass","14900_37_98",NA,NA,NA,NA,NA
"SCCA11","Schoenoplectus californicus","California bulrush","14900_37_98",NA,NA,NA,NA,NA
"SPSP","Spartina spartinae","Gulf cordgrass","14900_37_98",NA,NA,NA,NA,NA
"BAHA","Baccharis halimifolia","Eastern baccharis","14900_37_98",NA,NA,NA,NA,NA
"SCAM6","Schoenoplectus americanus","Chairmaker's bulrush","14900_37_98",NA,NA,NA,NA,NA
"JURO","Juncus roemerianus","Needlegrass rush","14900_55_56_58_99",NA,NA,NA,NA,NA
"DISP","Distichlis spicata","Inland saltgrass","14900_55_56_58_99",NA,NA,NA,NA,NA
"SPPA","Spartina patens","Saltmeadow cordgrass","14900_55_56_58_99",NA,NA,NA,NA,NA
"CLMAJ","Cladium mariscus ssp. jamaicense","Jamaica swamp sawgrass","14900_55_56_58_99",NA,NA,NA,NA,NA
"SPSP","Spartina spartinae","Gulf cordgrass","14900_55_56_58_99",NA,NA,NA,NA,NA
"IVFR","Iva frutescens","Jesuit's bark","14900_55_56_58_99",NA,NA,NA,NA,NA
"JUVI","Juniperus virginiana","Eastern redcedar","14900_55_56_58_99",NA,NA,NA,NA,NA
"SPAL","Spartina alterniflora","Smooth cordgrass","14900_55_56_58_99",NA,NA,NA,NA,NA
"JURO","Juncus roemerianus","Needlegrass rush","14900_60",NA,NA,NA,NA,NA
"DISP","Distichlis spicata","Inland saltgrass","14900_60",NA,NA,NA,NA,NA
"SPPA","Spartina patens","Saltmeadow cordgrass","14900_60",NA,NA,NA,NA,NA
"CLMAJ","Cladium mariscus ssp. jamaicense","Jamaica swamp sawgrass","14900_60",NA,NA,NA,NA,NA
"SPSP","Spartina spartinae","Gulf cordgrass","14900_60",NA,NA,NA,NA,NA
"IVFR","Iva frutescens","Jesuit's bark","14900_60",NA,NA,NA,NA,NA
"JUVI","Juniperus virginiana","Eastern redcedar","14900_60",NA,NA,NA,NA,NA
